message_id,case_id,sender_id,receiver_id,chat_time,chat_channel,message_type,message_content,media_url,embedding_id,raw_data
86ad8a8c-6bc4-423e-bde1-3c1b20733f6d,C001,13849593103,18104332181,2025-01-15 16:30:28,QQ,文本,在吗？,,,
ba2c98ce-0b19-488e-9d77-a45ef206c269,C001,16648350305,17600133890,2025-03-26 12:29:41,短信,文本,好的，没问题。,,,
b65feea9-7d82-4264-9ba3-62e7afa415e5,C001,18104332181,15534192832,2025-02-26 06:05:20,微信,文本,改天一起吃饭。,,,
6182f347-533f-4a72-b64f-a54a8c611654,C001,17600133890,17386379402,2025-03-18 13:29:32,微信,文本,照片我发你了。,,,
8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,C001,17600133890,16413953767,2025-01-28 11:56:14,微信,图片,,/data/media/C001/img_0005.png,,
aa448259-5001-4b7b-ad40-67f450032b35,C001,15534192832,19413164752,2025-02-02 10:09:43,短信,文本,明天几点到？,,,
bd21bc11-be9d-41ee-98b8-72456e8f75a1,C001,17600133890,16413953767,2025-02-17 17:35:03,微信,文本,明天几点到？,,,
aa53c19c-dfa4-4b9f-9a85-6750692ac139,C001,16648350305,16413953767,2025-02-24 18:46:03,短信,文本,明天几点到？,,,
a81fdec3-279c-458a-b676-0ce581e5c9f6,C001,16413953767,13559407816,2025-03-03 08:06:22,QQ,文本,照片我发你了。,,,
d85c16bd-6dda-4f8d-8ea6-0f4c39e58ff0,C001,13849593103,17600133890,2025-03-13 22:52:39,微信,文本,照片我发你了。,,,
b3e4110a-45f5-4c52-ae2f-bf77076979d6,C001,16648350305,18104332181,2025-02-09 20:22:00,微信,文本,老地方见哈。,,,
3712f2d1-87cd-46a1-bf01-2e32177d6e7e,C001,17386379402,19413164752,2025-02-18 11:21:10,微信,文本,在吗？,,,
9e2aa4ac-c122-45b3-a84c-03d227d415b6,C001,13849593103,17600133890,2025-01-07 15:17:28,微信,图片,,/data/media/C001/img_0006.png,,
585d3f86-1d23-44e6-8329-20b7c143f426,C001,15534192832,16413953767,2025-02-25 07:43:43,微信,文本,好的，没问题。,,,
01f7c7ec-0e06-40cd-996d-5c50fc04a168,C001,16648350305,13559407816,2025-01-27 09:13:49,微信,文本,改天一起吃饭。,,,
2cfa55b0-6e3f-483a-bf3c-51407f54a511,C001,13559407816,16413953767,2025-01-17 10:45:14,微信,文本,在吗？,,,
ebd14d2c-75b2-4455-84cc-3ede6fac1673,C001,13849593103,17600133890,2025-01-10 18:36:27,微信,文本,在吗？,,,
cd2372c2-2bff-417b-9324-01fcf758dce2,C001,19413164752,13559407816,2025-03-21 12:44:58,微信,文本,在吗？,,,
6550f74a-1422-473f-8622-68d16683e107,C001,19413164752,17600133890,2025-02-09 16:14:21,QQ,文本,照片我发你了。,,,
c6b6e4ad-e7ea-4d5a-b1a3-ac4d828c37e7,C001,17600133890,16648350305,2025-02-14 10:52:41,QQ,文本,行，到时候联系。,,,
c29d782b-2722-496e-9a36-d1ec2c6a6e9a,C001,18654235116,17600133890,2025-03-25 06:49:40,微信,文本,好的，没问题。,,,
9fe0a8c7-fc8d-4b93-a2a2-e91fa49b1cd9,C001,16413953767,15534192832,2025-02-11 18:40:20,微信,文本,照片我发你了。,,,
0e614bcd-9767-4900-8651-0367cbdc4318,C001,17600133890,15534192832,2025-02-15 12:19:29,微信,文本,老地方见哈。,,,
daf481a7-fa34-42e8-9d3f-7d7ea508dc95,C001,18104332181,13849593103,2025-01-12 14:32:24,微信,文本,明天几点到？,,,
9ae1a991-524f-43ff-b030-7633a6ded1d8,C001,16648350305,18104332181,2025-03-02 12:03:28,微信,文本,照片我发你了。,,,
7010ed13-b526-422d-bf6c-21f70a0537f0,C001,13849593103,17600133890,2025-02-26 12:39:10,微信,文本,收到。,,,
ca0ac6ac-0d67-438e-990f-0c5badcc3daf,C001,13559407816,19413164752,2025-03-22 14:04:21,微信,文本,今天忙不忙？,,,
14dd5061-5557-46f8-a67e-ddcedf8f4197,C001,19413164752,13559407816,2025-03-16 14:58:22,微信,文本,照片我发你了。,,,
a4bbf962-606e-4e1c-8f15-84494f40c22f,C001,19413164752,17386379402,2025-02-12 17:42:44,QQ,文本,明天几点到？,,,
5cd33369-04aa-41b7-9ca0-c428822c4d32,C001,16648350305,17600133890,2025-02-09 08:13:21,短信,文本,改天一起吃饭。,,,
d82c7565-4bb9-47ec-93c1-175427aa7cbc,C001,15534192832,18654235116,2025-01-13 12:34:53,QQ,文本,收到。,,,
277d1be9-6070-46a1-98e5-2499218c6e1c,C001,16648350305,18104332181,2025-01-21 08:44:49,微信,文本,照片我发你了。,,,
f836f571-3cce-476c-b836-c448ad261ec5,C001,17386379402,15534192832,2025-02-26 14:48:47,QQ,文本,今天忙不忙？,,,
5e2ad32d-31ab-4b56-95c9-fdc7e76adca9,C001,18654235116,16648350305,2025-03-28 20:28:29,QQ,文本,路上注意安全。,,,
9acb394a-cd1f-4318-b31f-63fbd11fc8c0,C001,19413164752,16648350305,2025-01-18 18:03:41,微信,文本,收到。,,,
d9e604b3-8412-4335-988c-656db61e5fdb,C001,13849593103,16648350305,2025-01-16 09:48:10,微信,图片,,/data/media/C001/img_0007.png,,
d11376e0-38d7-4b9a-a916-da57f24823ab,C001,16648350305,17386379402,2025-02-27 18:59:01,微信,文本,明天几点到？,,,
397b5f51-5ffa-46ef-94e4-180cfe9936a3,C001,19413164752,16648350305,2025-01-04 10:06:53,QQ,文本,改天一起吃饭。,,,
b231c60b-78f2-4e6b-946b-415deada79a3,C001,13849593103,17386379402,2025-01-18 16:30:28,微信,文本,老地方见哈。,,,
871c0884-9bdf-40f2-ba2c-0f19f0b2a5d1,C001,13559407816,18654235116,2025-02-24 07:18:15,微信,文本,行，到时候联系。,,,
a1c7cc8a-0435-4b64-893a-d23298c3e3ca,C001,19413164752,15534192832,2025-03-07 13:45:09,微信,文本,路上注意安全。,,,
15eacbcf-ab10-41ce-aa14-3cd82ff3cde4,C001,18104332181,13849593103,2025-03-09 22:04:33,微信,文本,改天一起吃饭。,,,
fb25664d-630a-4767-a2bb-522b0b251279,C001,16648350305,16413953767,2025-02-17 09:01:22,QQ,文本,路上注意安全。,,,
c1b5b5ca-bc35-46df-94f7-9dbac5811d2d,C001,13849593103,18654235116,2025-02-12 07:22:34,微信,文本,明天几点到？,,,
cfbe4fe9-2ea9-4542-a1b9-70d07a8104de,C001,17386379402,15534192832,2025-01-18 05:49:29,微信,语音,,/data/media/C001/audio_0008.wav,,
c0d7ac73-095f-4a81-80d9-2bce7930ba20,C001,13849593103,13559407816,2025-03-24 08:22:55,QQ,文本,行，到时候联系。,,,
be4969ec-6667-43bb-a3b5-63606fdc0bad,C001,13849593103,13559407816,2025-02-26 19:24:21,短信,文本,今天忙不忙？,,,
ba220065-1526-4718-8d18-0a824447ceab,C001,15534192832,16413953767,2025-02-24 06:38:52,微信,文本,行，到时候联系。,,,
7227890e-4e76-433a-8baf-0f5ea9320094,C001,13559407816,13849593103,2025-03-19 15:10:44,微信,文本,今天忙不忙？,,,
46494296-6f58-42c3-bf86-cc319d66e815,C001,15534192832,18104332181,2025-03-23 22:03:04,微信,文本,今天忙不忙？,,,
d942644c-248d-41ec-87f8-d4f0f3ea0184,C001,19413164752,13849593103,2025-03-19 15:28:02,微信,文本,收到。,,,
add702c9-2747-493c-9ae7-7eab084a6780,C001,18654235116,13849593103,2025-02-27 20:23:28,QQ,文本,照片我发你了。,,,
3fe68c9c-4758-467b-a649-9cdc507b9072,C001,16413953767,17386379402,2025-01-15 03:11:31,微信,文本,改天一起吃饭。,,,
ff11c8ba-36ee-4640-b23e-f466b43bd27f,C001,16648350305,17600133890,2025-03-20 09:58:31,微信,文本,老地方见哈。,,,
ae92ea71-cf7d-4b43-9679-742fff4c96d6,C001,17386379402,17600133890,2025-02-10 14:45:04,微信,文本,路上注意安全。,,,
b34191b8-ed65-42b4-b5a5-f8e6b6391f04,C001,13559407816,16413953767,2025-03-23 08:23:32,微信,图片,,/data/media/C001/img_0009.png,,
9280c5aa-8dd4-495b-9c63-b6f306ba8cd3,C001,18654235116,17386379402,2025-02-17 12:35:08,微信,文本,路上注意安全。,,,
68d0a2a8-c4e7-47dd-a929-de738693fd9d,C001,17600133890,16413953767,2025-03-15 06:20:41,微信,文本,路上注意安全。,,,
c48d5650-2e95-42d6-9679-2482a3c988e4,C001,15534192832,16648350305,2025-01-17 11:58:55,微信,文本,行，到时候联系。,,,
b596ca7c-ef4a-4a88-9299-e5052976aab2,C001,17600133890,16648350305,2025-01-29 10:33:57,微信,文本,收到。,,,
4d85e9c7-a001-4720-a00b-290346426c45,C001,17600133890,13559407816,2025-03-20 13:32:41,微信,文本,行，到时候联系。,,,
566e3cbe-9aea-422f-a6e9-87cab87b6384,C001,16413953767,17386379402,2025-03-14 04:55:01,微信,文本,照片我发你了。,,,
07c0d116-a394-4d54-9e3c-5a886aa56e6d,C001,16413953767,13559407816,2025-03-05 19:34:18,微信,文本,照片我发你了。,,,
b048faa1-12ae-4c22-b41b-77f54c24a053,C001,13559407816,15534192832,2025-01-08 07:26:30,微信,文本,改天一起吃饭。,,,
586a346a-dc5b-47d1-bcef-1972bbf483ce,C001,13849593103,17386379402,2025-02-21 07:23:32,微信,文本,今天忙不忙？,,,
18c8a616-2410-4e9a-bf77-9cae7318b96d,C001,13849593103,18654235116,2025-01-07 09:24:55,微信,文本,老地方见哈。,,,
c35bec2c-3098-47b2-900e-15c0b89bdf7f,C001,18654235116,17386379402,2025-01-21 12:32:29,微信,文本,照片我发你了。,,,
3da06476-f778-4676-b50d-112e8164ceec,C001,13559407816,15534192832,2025-01-28 13:03:03,微信,文本,改天一起吃饭。,,,
22498f66-6e51-484d-9b84-edc3d8e049de,C001,16413953767,15534192832,2025-02-03 15:48:25,微信,文本,在吗？,,,
12d2fa06-49e1-4d13-8da0-04955cce5ba9,C001,19413164752,18104332181,2025-02-19 12:48:35,微信,文本,好的，没问题。,,,
fc9e1dcb-cb7e-4268-9f89-ed1264d6dfbf,C001,16413953767,17600133890,2025-02-13 13:23:48,微信,文本,明天几点到？,,,
b6adf48b-2314-40c8-89f6-44050b990034,C001,16413953767,16648350305,2025-02-12 17:33:29,微信,文本,在吗？,,,
fd98fe33-6498-4be9-a999-bbef518b2f21,C001,16648350305,17386379402,2025-03-20 16:19:37,微信,文本,照片我发你了。,,,
044251db-d0d4-4a67-b992-8faa4cbf131d,C001,16648350305,16413953767,2025-02-17 10:07:26,微信,文本,照片我发你了。,,,
0d259caa-b8ad-4d87-ba40-45dd93dfd907,C001,18104332181,15534192832,2025-03-16 12:33:40,QQ,文本,照片我发你了。,,,
b35556a5-f2bd-42f2-9293-f70508150147,C001,19413164752,17386379402,2025-01-15 08:28:20,微信,文本,好的，没问题。,,,
d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,C001,19413164752,18654235116,2025-01-08 15:33:13,微信,文本,照片我发你了。,,,
57a2be4e-887b-43e5-a980-f80875ac824c,C001,15534192832,16648350305,2025-03-11 10:49:55,QQ,文本,收到。,,,
3990e2c9-4c6a-40f4-8ede-c44d476cf68c,C001,13559407816,15534192832,2025-02-08 16:45:13,微信,文本,好的，没问题。,,,
b8beff3d-cb9f-4f6d-af3a-6f27ef06fccb,C001,15534192832,13849593103,2025-02-05 09:36:43,微信,文本,行，到时候联系。,,,
0ac4de85-4a5b-4aff-a57f-7595cdfb4db9,C001,19413164752,13849593103,2025-02-06 21:05:22,短信,语音,,/data/media/C001/audio_0010.wav,,
b2384849-8fe0-49b6-aeda-a8024568f426,C001,13559407816,15534192832,2025-02-04 07:39:47,微信,文本,行，到时候联系。,,,
b7a4c719-548e-4f6b-a9ce-1e4e19a692c9,C001,16648350305,18654235116,2025-03-02 06:49:08,微信,文本,在吗？,,,
c1836315-330f-4be1-a689-b4247a3a10e1,C001,16648350305,17386379402,2025-02-06 10:41:03,短信,文本,路上注意安全。,,,
6afa828c-2cd1-4b9f-abe5-841fe9c96c52,C001,17600133890,18654235116,2025-01-23 20:02:53,微信,文本,在吗？,,,
4a1a81f5-ed10-4004-9f4e-713ef64e3dfc,C001,15534192832,17386379402,2025-01-05 01:36:38,微信,图片,,/data/media/C001/img_0011.png,,
f0458043-e3a6-4a70-be71-0b558639bd41,C001,13849593103,13559407816,2025-01-18 18:29:17,微信,文本,行，到时候联系。,,,
2faabe0b-b7f6-4cdf-81dc-1c60a5f60735,C001,17600133890,13849593103,2025-01-02 16:50:18,微信,文本,路上注意安全。,,,
53f30073-83e9-4ef4-ad7d-f5d0d3b59af7,C001,18654235116,17386379402,2025-01-12 11:06:11,短信,文本,改天一起吃饭。,,,
3c4b1eec-6231-4e73-82c2-d2eb01bf9e73,C001,15534192832,13849593103,2025-02-27 16:21:19,微信,图片,,/data/media/C001/img_0012.png,,
aaf407f7-0fe7-4149-bc7e-5368b1594847,C001,16413953767,18104332181,2025-01-16 12:10:25,微信,文本,今天忙不忙？,,,
3818cfd3-3889-436a-9d58-17e85e175b66,C001,13559407816,17600133890,2025-01-18 12:29:47,短信,文本,老地方见哈。,,,
aa0217d0-cd4f-4b2b-899a-c252c1e1b94a,C001,13849593103,19413164752,2025-01-28 16:43:48,微信,文本,路上注意安全。,,,
1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,C001,17600133890,16648350305,2025-01-08 17:57:32,微信,文本,今天忙不忙？,,,
3495311e-ae27-4432-9dc1-e7eb711c7673,C001,16648350305,17386379402,2025-03-16 12:57:32,微信,文本,行，到时候联系。,,,
8f0d5540-0ec7-4662-905c-7bdd74f0beae,C001,18104332181,15534192832,2025-03-01 15:19:46,微信,文本,改天一起吃饭。,,,
58330b30-6c77-4e95-8b98-1ccd12b2102d,C001,13559407816,18104332181,2025-03-31 05:03:59,QQ,文本,照片我发你了。,,,
a43afb7a-c40d-4874-a2ab-7752c4db5a62,C001,15534192832,18104332181,2025-03-24 21:23:57,微信,文本,收到。,,,
59077299-dc3b-4dd8-a74e-02a9220b9ea9,C001,19413164752,16413953767,2025-01-16 08:34:25,微信,文本,行，到时候联系。,,,
d2c7bffb-6118-433b-882c-cd1e6c93a791,C001,18104332181,13559407816,2025-01-30 09:22:09,微信,文本,行，到时候联系。,,,
7249f62c-0898-4462-980c-b95c19d45deb,C001,19413164752,18104332181,2025-03-18 15:55:03,微信,文本,明天几点到？,,,
c6ac1b04-dd1d-4cd1-811f-6bf5379ef467,C001,18104332181,19413164752,2025-01-08 07:18:14,QQ,文本,行，到时候联系。,,,
24acb722-e052-4739-8d40-6f1b3ca5be29,C001,16413953767,13849593103,2025-03-26 12:26:19,微信,文本,今天忙不忙？,,,
f8e8035b-0c00-488a-bee1-011a8e4c3ab5,C001,16648350305,17386379402,2025-02-14 20:42:24,QQ,文本,改天一起吃饭。,,,
89b5aab0-c121-49db-af12-b150605fb1eb,C001,13849593103,19413164752,2025-03-02 09:14:19,QQ,文本,老地方见哈。,,,
6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d,C001,17386379402,15534192832,2025-03-13 13:24:15,微信,图片,,/data/media/C001/img_0013.png,,
891f6912-17ab-4863-9efe-ef4fd8ddbbc0,C001,13849593103,17600133890,2025-01-25 05:24:43,微信,图片,,/data/media/C001/img_0014.png,,
4d9dbaeb-553d-4625-a833-4da5de95d695,C001,18654235116,16648350305,2025-01-02 08:12:47,微信,文本,好的，没问题。,,,
8d55119e-3d44-4b2c-aa45-ba416589ada1,C001,15534192832,18654235116,2025-02-11 16:24:29,微信,文本,好的，没问题。,,,
193e638d-774c-4afa-bf4d-908ce1fff6c0,C001,13849593103,13559407816,2025-03-02 16:20:58,微信,文本,行，到时候联系。,,,
42c21797-0426-4cc9-a55b-30e2bdc2b74b,C001,13849593103,19413164752,2025-03-12 20:37:46,微信,文本,好的，没问题。,,,
7fd238c3-3ee8-4983-9557-424191ddb9bf,C001,17386379402,18654235116,2025-03-12 14:43:21,微信,文本,改天一起吃饭。,,,
8bea75c1-b866-47aa-a3d4-526b2b54ff7a,C001,15534192832,16413953767,2025-03-04 08:56:34,短信,文本,今天忙不忙？,,,
0c6b7074-ab10-4c9b-9168-2e09f1f7d904,C001,18104332181,16648350305,2025-01-01 11:53:40,微信,文本,明天几点到？,,,
ef145064-aab0-4015-a342-2e509e2a7324,C001,18654235116,16648350305,2025-03-20 19:42:31,微信,文本,在吗？,,,
892621df-4655-48b7-b8e1-9f568787ea21,C001,16648350305,16413953767,2025-02-06 02:52:44,微信,文本,在吗？,,,
31227592-3db0-4235-a61e-2555863e1f2a,C001,17386379402,17600133890,2025-03-21 13:52:22,微信,图片,,/data/media/C001/img_0015.png,,
fd7fe973-3e42-4f5b-90a3-fbbf7580e050,C001,19413164752,17600133890,2025-03-31 08:43:52,QQ,文本,改天一起吃饭。,,,
b3eda8f1-026b-4383-a301-ec030e5d8c6a,C001,19413164752,16413953767,2025-01-22 06:54:27,微信,文本,路上注意安全。,,,
361f6d90-3ad1-4a33-8ae4-ac11eb4d8f42,C001,13849593103,17600133890,2025-03-30 19:30:17,微信,图片,,/data/media/C001/img_0016.png,,
2dea2d2d-086c-405f-a879-d8f890422eb7,C001,17600133890,13559407816,2025-02-10 02:13:37,微信,图片,,/data/media/C001/img_0017.png,,
d9750f00-d5ab-48ae-9112-fbc03d8f95f4,C001,19413164752,17600133890,2025-02-19 15:34:21,微信,文本,照片我发你了。,,,
3b6dca0d-6fe5-440b-9901-ef870dbf0caf,C001,17386379402,17600133890,2025-01-10 10:49:39,短信,文本,今天忙不忙？,,,
7d98302f-7357-41e5-be1a-1ba9c8969c5b,C001,19413164752,13849593103,2025-01-30 10:24:27,微信,文本,老地方见哈。,,,
b68e47fa-3f17-4534-8c4d-58194b9dfd58,C001,16413953767,19413164752,2025-01-10 06:09:24,QQ,文本,照片我发你了。,,,
4eea9db8-f165-4779-8154-7950176de21f,C001,17386379402,19413164752,2025-02-26 10:17:06,微信,文本,明天几点到？,,,
06b919aa-1a71-47c7-a875-9545832f52c4,C001,17386379402,19413164752,2025-01-12 10:05:38,微信,文本,行，到时候联系。,,,
b98f5dbe-15ae-4e0f-8777-a07f6346d4ef,C001,13849593103,19413164752,2025-03-13 19:15:36,微信,文本,改天一起吃饭。,,,
103246b3-255b-4c1c-be3d-5ee444b64ec1,C001,19413164752,17386379402,2025-01-22 11:26:19,微信,文本,老地方见哈。,,,
9803b22e-7eec-488d-a002-352ab88cddde,C001,17600133890,13849593103,2025-03-20 08:06:08,微信,文本,好的，没问题。,,,
70b27304-545c-488d-9cb9-075ecdd7f460,C001,19413164752,13849593103,2025-02-12 11:52:55,微信,文本,改天一起吃饭。,,,
7aa061e9-336b-40cb-b1fe-ad13f280df1d,C001,16413953767,17386379402,2025-02-10 08:25:20,微信,文本,照片我发你了。,,,
eba900e1-6a7d-4d96-8ba1-72331ac3bf31,C001,18104332181,17386379402,2025-02-20 20:03:00,微信,文本,货准备好了吗？,,,
baeb286b-f0d0-470f-94d1-3d551db6b844,C001,17386379402,18104332181,2025-02-20 20:07:00,微信,文本,走一趟，老地方。,,,
7490adeb-57d3-47d3-8fd8-0bbb592c1107,C001,18104332181,17386379402,2025-02-20 20:15:00,微信,文本,晚上十点，别迟到。,,,
51a40d2a-73d3-4457-b25f-13dfb8d49848,C001,18654235116,18104332181,2025-01-13 14:03:00,微信,文本,货放城南仓库了。,,,
b5f59cb0-cf68-4878-8b70-59334cde1b6b,C001,18104332181,18654235116,2025-01-13 14:10:00,微信,文本,下午过去看看。,,,
